,follows_target,n_followers,n_following,n_posts,posts_over_time,bio,post_1_content,post_2_content,post_3_content,likes_post_1,comments_post_1,likes_post_2,comments_post_2,likes_post_3,comments_post_3,likes_post_4,comments_post_4,likes_post_5,comments_post_5,post_4_content
eengroenleven,1.0,1224.0,320.0,240.0,1.0,🌍Eco-positief ♻️Low waste 🥦Plantaardig 🐾Dierenambulance📍Woudenberg💌 eengroenleven@gmail.com,"eengroenleven
Swipe ➡️ YAAAY! Mijn shirt van @funky.vegan in binnen! Dankjewel Emma, ik ben er super blij mee 💚.
Wil jij ook deze of een van de andere super leuke met de hand geborduurde designs? Neem zeker even een kijkje op haar account!
#funkyvegan #friendsnotfood #vegan #plantaardig #plantbased #spreadtheword #spreadveganism #thankfull #handmade #handgemaakt #veganfortheanimals #eengroenleven
4h","eengroenleven
Gisteren kreeg ik een mailtje van Sadhana Westbroek van @doehetzelfduurzaam, Sadhana heeft voor een school opdracht een e-book geschreven met tips over een duurzamer leven en vroeg of ik deze wilde lezen. Natuurlijk wil ik dat! Het e-book is niet heel groot dus las ik hem gisteren avond in één ruk uit. Ik kan hem zeker aanbevelen als je nieuw bent met de duurzame levensstijl, er staan super veel handige tips in en zelfs twee interviews.

Ik vind het ontzettend tof dat Sadhana het onderwerp duurzaamheid heeft gekozen voor haar school opdracht, op deze manier inspireert ze waarschijnlijk lijk ook nog anderen met dit e-book.

Sadhana verkoop haar e-book op marktplaats en ze doneert bij elke 10 verkochte e-books €10,- aan een goed dat doel die zich ook inzet voor een duurzamere wereld! De link naar de marktplaats advertentie vind je in haar bio.

#doehetzelfduurzaam #ebook #schoolopdracht #goededoel #duurzaam #duurzamealternatieven #zerowastetips #tips #zerowaste #lowwaste #lesswaste #sustainable #eengroenleven
1d","eengroenleven
Bijna elke zaterdag gaan wij naar Amersfoort om verpakkingsvrij boodschappen te doen. We gaan dat naar de grote zaterdagmarkt, @denieuwegraanschuur en soms ook @ekoplazabio . Deze week hadden we nog veel in huis, dus hoefde we alleen voor een kleine boodschap naar de markt 😊
#verpakkingsvrij #verpakkingsvrijboodschappen #zerowaste #lesswaste #lowwaste #versegroente #zaterdagsmarkt #amersfoort #weekelijkseboodschappen #eengroenleven
5d",1.0,,1.0,,1.0,,,,,,
shannahvdwal,1.0,614.0,451.0,18.0,1.0,"📷 Fashion, Commercial & Portrait Photographer🐱 Cat Mom 💄 Beauty Enthusiast 🍟 Always hungry🌍 Hilversum, the Netherlands","shannahvdwal
It's time for a change! I decided to spend more time on myself and get back into the things I love doing. 💕 Will fill all of you in with details soon, but cool things are coming up! ✨
.
.
#hilversum #fotograaf #amsterdam #randstad #shannahvanderwal #kattenvrouwtje #makeupNederland #businessbabesnl #ondernemersvrouwen #contentcreatie #hetgooi #creatiefondernemen #kattenvannederland #visagie #vrouwenmode
1d","shannahvdwal
🌺 Amazonia 🌿
Who knew you could experience these tropical vibes in the Netherlands?! 😁
.
Model: Priscilla Rehaen - @priscillarehaen
Make-up & Hair: Ashley Groenewald - @ashleydesignmua
Assistant: Anne Versluis - @annejuliaversluis
.
#shannahvanderwal #hilversum #fotograaf #amsterdam #randstad #randstadprofessionals #hetgooi #modefotografie #modefotograaf #vrouwenmode #vrouwenkleding #modelfotografie #kleding #sieraden #oorbellen #visagie #beautyfotografie #dutchbeauty #budgetgang #businessbabesnl #godoxad600
1w","shannahvdwal
Here you have a picture of the absolutely gorgeous Noortje! Was a pleasure working with you! 🌸
Model: @noortjetillmann - @wkdmodels
Make-up & Hair: @michelle.dehoog .
.
#shannahvanderwal #fotograafhilversum #hilversum #wkdmodels #fotograafamsterdam #fotograafutrecht #fotograafnederland #fotograafalmere #creatiefhilversum #randstad #randstadprofessionals #portretfotograaf #portretfoto #portretshoot #wkdmodels #sieraden #oorbellen #visagie #beautyfotografie #dutchbeauty #studiofotografie #modelfotografie #modellenbureau #dutchmodel #canonnederland
15w",1.0,,,,,,,,,,
wearekind2,1.0,1533.0,654.0,190.0,1.0,Award winning solid shampoo & conditionerSaving the 🌏 doesn’t have to mean bad hair!🚫 soap🚫 plastic pH balanced 🌱🐰KIND2 you. KIND2 the planet.,"wearekind2
🌊 For us, every day is Plastic Free Beauty Day.⁠
⁠
💚 We are all about elimination of plastic at source through product innovation - that's circular economy thinking and a vital step towards a more sustainable 🌏 for us all.⁠
.⁠
.⁠
.⁠
.⁠
.⁠
#plasticfreebeautyday #plasticfreebeauty #plasticfreebeautyeveryday #plasticfreebeautybrand #plasticfreebathroom #circulareconomy #circulardesign #zeroplastic #plasticfree #innovation #wastefreeliving #zerowastetips #zerowaste #reduceplasticwaste #ecoswap #zerowastegoals ⁠#plasticfreeliving #plasticfreeshampoo #veganbeauty #veganhaircare #plasticfreehaircare #noplastic #savetheplanet #ecoliving #sustainableliving #plasticalternative #kindtoyourhair #kindtotheplanet #kind2theplanet #wearekind2⁠
1h","wearekind2
😁 😁 It's cheesy grins all round today at KIND2 HQ (aka the kitchen table) when we found out that both of our entries into the Free From Skincare Awards 2020 made the shortlist!⁠
⁠
💚 The Sensitive One - our fragrance free solid shampoo bar for dry, flaky and itchy scalps⁠
⁠
💙 The Restoring One - our solid conditioner bar for for nourishing normal, dry, coloured or chemically treated hair⁠
⁠
🤞🏼 For the finalist announcement in late July, wish us luck⁠
.⁠
.⁠
.⁠
.⁠
.⁠
#freefromskincareawards #freefrom #cosmetics #naturalbeauty #naturalskincare #naturalhaircare #hairblogger #hairbloggers #sustainablehair #ecofriendly #ecoliving #ecoswap #sustainableliving #soapfreeshampoo #soapfreeshampoobar #shampooreinvented #solidshampoo #shampoobar #dandruffshampoobar #fragrancefreeshampoobar #thesensitiveone #conditionerreinvented #solidconditioner #conditionerbar #therestoringone #kindtoyourhair #kind2yourhair #kindtotheplanet #kind2theplanet #wearekind2⁠
⁠
2d","wearekind2
🎁 FATHER'S DAY GIVEAWAY COMPETITION ⁠
⁠
🛁 If you've been trying to convince your dad that it's time to embrace a plastic free hair care routine, this is the perfect start. ⁠
⁠
The lucky winner will receive our Solid Shampoo Bar, The Sensitive One⁠ (which is great as a beard wash too) and this lovely reclaimed wooden tray.⁠
⁠
HOW TO ENTER⁠
1. Like this post ♥️⁠
2. Make sure you’re following us ⁠
3. Tag your friends. One friend = one entry 💞⁠
4. Share on your stories for one extra entry⁠ (tag us) ⁠
⁠
T&Cs⁠
Competition opens today 15th June and closes at 23:59 on Wednesday 17th June. The winner will be selected by random on 18th June and we’ll contact you to arrange delivery before Sunday. This giveaway is open to people in the UK only and is not sponsored or endorsed by Instagram. The prize is not transferable and there is no cash alternative. GOOD LUCK! 🍀⁠
.⁠
.⁠
.⁠
.⁠
.⁠
#fatherdaygiveaway #zerowastegiveaway #giveaway #giveawaycontest #sustainablefathersday #ecofriendlygifts #zeroplastic #plasticfreefathersday #sustainablegifts #sustainablegifting #sharethelove #sustainableliving #ecofriendly #ecoliving #sustainableliving #shampooreinvented #solidshampoo #shampoobar #dandruffshampoobar #plasticfreebeardwash #beardshampoo #plasticfreebeardshampoo #beardshampoobar #plasticfreebathroom #zerowastebathroom #kindtoyou #kind2you #kindtotheplanet #kind2theplanet #wearekind2
3d",1.0,,,,,,,,,,
lizzie_outside,1.0,39400.0,3401.0,789.0,1.0,adventure 🏄🏻‍♀️planet 🌏 mental health 🧘🏻3 world firstsStylist’s: Inspiration of the YearBeat cancer • Founded @plastic_patrol@linkedin changemaker,"lizzie_outside
Verified
“Happy place” always sounded like such a cliche to me, until I started paddle boarding.

I’ve been planning a little SUP adventure for this weekend 🏄🏻‍♀️ to see in the solstice, with an optional wild camping overnighter if the weather plays ball! 🤞🏼🏕 Even just the the process of researching and prepping brings me to calm.

And I guess that’s what a “happy place” means to me. Obviously being out on the paddle board is part of it, but there’s everything else in between too.

From planning routes and logistics to sorting kit. And even seeing all your paddle adventures using my guide book to help gives me a warm fuzz. Looking at this photo makes me smile too, because I remember how peaceful I felt when I took it.

Who else is getting ready to hit the water this weekend? Tell me where you’re going... I might gatecrash. I’m joking, I won’t... but I might.

#sup #paddleboard #adventure #getoutside #paddleboarding #explore #camping #wildcamp #outsideisfree #adventuretime #paddleboarder #nature #naturelovers
1d","lizzie_outside
Verified
📢 This is IMPORTANT. For everyone!

Whilst public and media attention has been diverted, government has trying to pass the agriculture bill that undercuts the UK’s environmental, food and animal welfare standards. And it’s been working.

If this goes ahead it’s a race to the bottom for UK food standards.

Please read this carousel, share it and help raise much needed awareness of what’s going on here.

I’ve shared a video on IGTV more details too.

#toxictrade #agriculturebill #environment #sustainability #greenrecovery #brexit #greenliving #ecofriendly #eco #food #foodie #foodiesofinstagram #animallovers #animals #animalsofinstagram
3d","lizzie_outside
Verified
This photo sums up how I feel on World Oceans Day today: treading uncharted waters, trying to stay afloat, head barely above the surface.

There’s a lot going on in the world right now. In isolation they are m a s s i v e issues - climate breakdown, social injustice, global welfare - but when grappling them collectively (and we should because they are all interlinked) it can be mentally overwhelming and exhausting.

But if we really want to change the world then dipping our toes in and splashing around in the shallows isn’t enough. We’ve got to dive into the depths of uncharted territories to push boundaries.

And we also have to recognise when it’s time to get to ashore to catch our breath and rest.

I know a lot of people are feeling overwhelmed and exhausted right now. That’s because you’re in the deep end and it’s demanding stamina because your feet can’t touch the ground - but treading water doesn’t get you any further. It just stops you sinking.

Go back to shore and give yourself a break. You need to keep up strength if you want to go the distance.

Photo by @benduffyphoto.

#worldoceansday #environment #sustainability #climatechange #socialjustice #mentalhealth #burnout #climatebreakdown #covid19 #pandemic
1w",1.0,,,,,,,,,,
serious_impact,1.0,105.0,208.0,37.0,1.0,Brand Strategy & Design | Making impact for sustainable and social brands,"serious_impact
Ken je ze? Merken die schijnbaar moeiteloos communiceren met hun publiek. Die zich écht onderscheiden in de markt en beter verkopen doordat ze de voorkeur krijgen van hun klanten. Met medewerkers die trots zijn om er te mogen werken. Merken zoals Dopper, Tony’s Chocolonely of Cool Blue. Bedenk eens: wat zou dat betekenen voor jouw onderneming?

Dat is wat branding voor een onderneming doet: een sterk merk creëren. Een merk dat onderscheidend is, relevant en betrouwbaar. Een merk met een ‘meaning’ en een missie: het staat ergens voor. Zo’n merk heeft vaste klanten, ambassadeurs en zelfs fans. En die heb je nodig om écht impact te maken en je ambities waar te maken.

Wil jij ook van jouw onderneming een sterk merk maken? Ik help je er graag mee! https://www.seriousimpact.nl

#sterkmerk #impact #branding #branddesign #changemakers
12h","serious_impact
Met je hoofd op Insta 🥴

Authenticiteit kun je niet claimen. Je kunt het alleen maar zijn. Het is zeggen wat je doet en doen wat je zegt. Een authentiek merk staat ergens voor en maakt beloftes waar. Zo’n merk wil ik zijn met Serious Impact.

Bij authentiek zijn hoort ook kwetsbaarheid. Ik ga niet graag op de foto (want totaal niet fotogeniek), maar ik merk wel dat dit in mijn communicatie helpt om vertrouwen te winnen. Mensen leren je zo een beetje kennen. En vertrouwen is essentieel, voor ieder merk.

Dus vandaar dat ik hier met mijn hoofd op Instagram sta. Mét twee koppen koffie, want het is tevens een uitnodiging om eens te sparren als je vragen hebt over jouw branding.

Zien we elkaar binnenkort? 😁

#branding #authentiek #sterkmerk #branddesign #koffie #helaasnietfotogeniek
1w","serious_impact
""If you love jeans as much as this planet you’re at the right place here."" Wist je al dat je bij Mud Jeans international BV je spijkerbroek ook kunt leasen? Als je jeans versleten is, of als je na 12 maanden toe bent aan een nieuwe, kun je hem omruilen voor een nieuwe. Je oude jeans wordt gerecycled tot een nieuwe broek.

Dit jeansmerk is een echte changemaker in de circulaire kledingindustrie. En, wellicht onderbelicht omdat de nadruk ligt op de missie van het merk: een MUD Jeans zit gewoon erg lekker! (Ik spreek uit eigen ervaring.) 😄

#branding #sterkmerk #branddesign #circulariteit #leaseajeans #mudjeans
1w",1.0,,,,,,,,,,
dionne.vandijk,1.0,458.0,454.0,46.0,,Klein maar probeert te compenseren met hakken | Marketing | Voedsel,,,,1.0,,1.0,,,,,,,,
furia_travesi,1.0,1057.0,1117.0,969.0,,Mas vale decir me acuerdo a me imagino.Lo mejor de la vida despeina.Creo en  el amor a primera risa. Ya no sé de dónde piratear más frases.,,,,1.0,,1.0,,,,1.0,,,,
alice.022,1.0,97.0,324.0,7.0,,"079📍   Dansen met Alice, dansen met Alice, ja dansen dat wil ze wel met mij, maar vrijen, dat doet ze met een ander! ~Doe Maar.",,,,1.0,,1.0,,1.0,,1.0,,,,
ilya._07,,198.0,414.0,10.0,1.0,Middenvelder alliance 22⚽🇳🇱@skills.dl 🔥💯⚽@afcajax❌❌❌,"ilya._07
Fast skill combo🏁💨
#ajax #groundmoves #football #skills
13h","ilya._07
Skills with my bro @skills.dl🔥🔥
#skills #football #akka3000
#akka #groundmoves #ajax
1d","ilya._07
First nekstall combo💣
#skills #football
4d",1.0,,1.0,,,,,,,,
casiddmp,1.0,447.0,437.0,93.0,,📲 @phenix.spain,,,,1.0,,,,1.0,,,,,,
charissaborgman,1.0,328.0,300.0,127.0,,➸ Shane Emanuel Borgman ❥,,,,1.0,,,,,,,,,,
lucia_covi,,608.0,919.0,283.0,1.0,"Trying to be a graphic designer📍 Trento, Italy","lucia_covi
“Appena si torna alla vita reale...”
Poi mi sono accorta che per ora la realtà è questa:
una realtà dove non abbracci nessuno da quasi due mesi, una realtà dove uscire a fare la spesa mette ansia perché nessuno ti guarda negli occhi, una realtà dove ti devi abituare a vedere persone andarsene, una realtà dove non puoi accompagnare tua mamma al funerale del suo papà perché “non è una necessità”, una realtà dove i giorni si confondono tra loro, i viaggi vengono cancellati e ogni piano per il futuro va in fumo.

Però sì, appena finisce sta roba zaino, scarpe e ciao!
8w","lucia_covi
21 aprile 2019.
Oggi un anno fa, dopo il pranzo di Pasqua andavo in gita con @sara.brigadoi.
Oggi un anno fa, correvamo per non perdere il tramonto.
Oggi un anno fa, lei scattava questa foto e io mi ripetevo un discorso mentalmente.
Oggi un anno fa, a fatica e piangendo, accettavo di essere chi non volevo essere.

Oggi, un anno dopo, sono davvero me e che gran figata! 🤟🏻🌈
8w","lucia_covi
Nell’ultima serata trascorsa fuori c’è stato tutto quello che mi manca ora: gli amici, le passeggiate, il sushi, la musica in macchina cantata male, il McDrive a caso, le risate, un palloncino rosa, un drink improponibile... gli amici l’ho già detto?

#sushi #amichetti #nostalgia
8w",1.0,,1.0,,,,,,,,
kaat_jansens,1.0,437.0,773.0,127.0,,BE • 1996 • ♡,,,,1.0,,,,,,,,,,
myrunspiration,1.0,769.0,655.0,475.0,1.0,Ultramarathon runner.Happy to help you getting into running. Love to connect🌟Myrunspiration = ‘things that keep me moving forward’  #myrunspiration,"myrunspiration
Alone we are a single drop - together we are a powerful wave 🌊 of change 🌊
#dopperwave

The idea in a nutshell: if we collectively stop using single single use water bottles, this tiny change in behaviour can make such a difference to the environment and tons of plastic rubbish entering our oceans.
#worldoceanday
Join the movement! Link is in my bio.
#changetheworld - some of our amazing partners are:

@bol_com @wnfnederland @aceandtate @acdathomas @tonyschocolonely_nl @bcorpbenelux @maritbouwmeester @interstuhl_nederland @jackandtheweatherman @greenjobs_nl @theplaymakersnl @mudjeans @roderick_pijls @jaloulangeree @plasticsoupsurfer @mariekeeyskoot @greatplacetowork_nl @paperontherocks @blyde_amsterdam @vitaminstorenl @zonderzooi @bergfreundede @kaufdichgluecklich @dominikeulberg @ecover_be @jbcfashion @boss_paints @lafilledo @fairtrade_belgium @djmakasi @houseofsunny @oneplanetpizza @pebblemagazine @byebyeplasticlife @impacthubkingscross @lauraloucrane @ashradfordmusic @ohlydiagraham @ohlydia_intimates @blueollis .
1w","myrunspiration
1 year ago. 80km of running done. 5 last Km to the finish. Moved by the beauty of nature and damn is that a tired smile. So exhausted, but so freaking excited too cause 5km left means = I so got this!!!! And if I have to crawl on all 4. The Scottish highlands left me in love & awe. Majestically beautiful and so serious in their silence. .
Which one was your most beautiful, scenic race?
.

#ultramarathonrunning #scottland #highlands #moutainrunning #90kmrace
2w","myrunspiration
Celebrating recent changes with a change in hair. But edgier and chopped extra short. .
Thx for making me feel so alive @czn.studios - first appointment outside the house- made me feel real city human again 💫
3w",1.0,,1.0,,,,1.0,,,,
